descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
VENDO APARTAMENTO – CONDOMÍNIO IKÊ - VILA ANAITI - 109 M² - 4/4 SENDO 3 SUÍTES – IMBUÍ – SALVADOR/BA;Rua Novo Imbuí, 199;['109'];[4];[4];[2];859000;700;https://www.vivareal.com.br//imovel/apartamento-4-quartos-imbui-bairros-salvador-com-garagem-109m2-venda-RS859000-id-2551968470/
Flex Piatã 2/4 ou 3/4 com 71m²;Rua Pasquale Gatto, 760;['71'];[2];[2];[1];263650;350;https://www.vivareal.com.br//imovel/apartamento-2-quartos-piata-bairros-salvador-com-garagem-71m2-venda-RS263650-id-2555015891/
Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Pituba - Salvador/BA;-;['81'];[3];[1];[2];550000;741;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-81m2-venda-RS550000-id-2557953406/
Horto Bela Vista / 4 Suítes / Andar Alto / Vista Shopping;Alameda Horto Bela Vista, 408;['120'];[4];[6];[2];920000;827;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-bela-vista-bairros-salvador-com-garagem-120m2-venda-RS920000-id-2551173028/
VENDA apto 128 m2,na Vitória, 3 quartos revertido para 2 com sala ampliada Salvador - BA;Rua Aloísio de Carvalho;['128'];[3];[3];[2];1000000;880;https://www.vivareal.com.br//imovel/apartamento-3-quartos-vitoria-bairros-salvador-com-garagem-128m2-venda-RS1000000-id-2555580553/
Apartamento para venda possui 80 metros quadrados com 3 quartos em Alphaville I - Salvador - BA;Avenida Alphaville, 855;['80'];[3];[3];[1];640000;730;https://www.vivareal.com.br//imovel/apartamento-3-quartos-alphaville-i-bairros-salvador-com-garagem-80m2-venda-RS640000-id-2557501353/
Barra, vizinho ao Shopping, rua 100% plana, perto de Supermercado, restaurantes, bancos, e PRAIA !!;Rua Augusto Frederico Schmith, 156;[];[3];[3];[];450000;660;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-110m2-venda-RS450000-id-2556163713/
Apartamento para aluguel possui 66 metros quadrados com 2 quartos em Federação - Salvador - BA;Avenida Anita Garibaldi, 1987;['117'];[2];[3];[2];450000;1126;https://www.vivareal.com.br//imovel/apartamento-2-quartos-federacao-bairros-salvador-com-garagem-66m2-venda-RS450000-id-2556784734/
;Rua Arthur de Azevêdo Machado, 266;['40'];[1];[1];[1];210000;400;https://www.vivareal.com.br//imovel/apartamento-1-quartos-costa-azul-bairros-salvador-com-garagem-40m2-venda-RS210000-id-2550746058/
SMART ITAPUÃ- quarto / sala;Rua Albacora, 85;[];[1];[1];[];209000;360;https://www.vivareal.com.br//imovel/apartamento-1-quartos-piata-bairros-salvador-22m2-venda-RS209000-id-2556568882/
Cód. 379 Cabula 3/4 Nascente, Andar Alto com 2 vagas;Rua Silveira Martins;['70'];[3];[2];[2];285000;650;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabula-bairros-salvador-com-garagem-70m2-venda-RS285000-id-2557407222/
Apt 2/4 Apipema + Dependência.Elevadores.78m2.Portaria.Excelente!;Rua Desembargador Ezequiel Pondé, 0;['78'];[2];[3];[1];300000;645;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-apipema-bairros-salvador-com-garagem-78m2-venda-RS300000-id-2558178879/
Vista privilegiada 300m da praia apartamentos de 1 e 2/4;Avenida Sítio do Pombal, ;['48'];[1];[1];[0];150000;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituacu-bairros-salvador-48m2-venda-RS150000-id-2557216842/
Apartamento para venda 2/4 com suíte no Jardim das Margaridas;Rua Joaquim Ferreira, 1857;[];[2];[2];[1];180000;350;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-das-margaridas-bairros-salvador-com-garagem-56m2-venda-RS180000-id-2555400164/
Apartamento para Venda em Salvador, Horto Bela Vista, 3 dormitórios, 1 suíte, 3 banheiros, 1 vaga;Alameda Horto Bela Vista, 808;['72'];[3];[3];[1];420000;500;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-bela-vista-bairros-salvador-com-garagem-72m2-venda-RS420000-id-2556349925/
Apartamento 3/4 com suíte, 138m² na Pituba - Salvador - BA;Rua Jornalista Joaquim Ferraro Nascimento, 156;['138'];[3];[3];[2];610000;990;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-138m2-venda-RS610000-id-2556905411/
Apartamento Para Venda 132m², 4 quartos | Jardim Apipema - Salvador, BA;Rua Professor Sabino Silva, 282;['132'];[4];[3];[1];630000;1500;https://www.vivareal.com.br//imovel/apartamento-4-quartos-ondina-bairros-salvador-com-garagem-132m2-venda-RS630000-id-2558113965/
VENDO : Apartamento de 3/4 : Boca do Rio / Salvador - BA;Alameda Solariun, 296;['110'];[3];[1];[2];235000;350;https://www.vivareal.com.br//imovel/apartamento-3-quartos-boca-do-rio-bairros-salvador-com-garagem-98m2-venda-RS235000-id-2557589679/
VENDO VILA ANAITÍ , Único 3/4;Rua João José Rescala, 10;['90'];[3];[3];[1];650000;860;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-90m2-venda-RS650000-id-2537907903/
Ótimo Apartamento 3/4 com Suite, 117m2 - Costa Azul - Salvador;Rua Doutor Augusto Lopes Pontes, 279;[];[3];[2];[2];460000;600;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-117m2-venda-RS460000-id-2550188999/
Apartamento com 3 dormitórios à venda, 97 m² por R$ 485.000,00 - Vila Laura;Rua Raul Leite;['146'];[3];[3];[1];485000;850;https://www.vivareal.com.br//imovel/apartamento-3-quartos-vila-laura-bairros-salvador-com-garagem-97m2-venda-RS485000-id-2555391135/
SEU APTO 2/4 COM INFRAESTRUTURA COMPLETA POR UM EXCELENTE CUSTO BENEFICIO!;Rua Rodolpho Coelho Cavalcante;['81'];[2];[2];[1];310000;626;https://www.vivareal.com.br//imovel/apartamento-2-quartos-armacao-bairros-salvador-com-garagem-60m2-venda-RS310000-id-2556607501/
Apartamento para venda com 143 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Ceará, 265;[];[3];[4];[2];790000;1600;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-143m2-venda-RS790000-id-2552824506/
Vendo APTO 4º Andar, 2/4 com suite- Bairro Machado;Rua Machado Monteiro, ;['65'];[2];[2];[0];120000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-machado-bairros-salvador-65m2-venda-RS120000-id-2557188235/
Residencial Mercure Salvador Boulevard 102M2, Vista Mar, 1 quarto;Rua Ewerton Visco, 160;[];[1];[2];[2];800000;1794;https://www.vivareal.com.br//imovel/apartamento-1-quartos-caminho-das-arvores-bairros-salvador-com-garagem-102m2-venda-RS800000-id-2554925814/
Apartamento a venda tem 210 m² no Jardim Apipema - Salvador - BA;Rua Christiano Ottoni, 157;['210'];[4];[5];[4];1400000;2350;https://www.vivareal.com.br//imovel/apartamento-4-quartos-jardim-apipema-bairros-salvador-com-garagem-210m2-venda-RS1400000-id-2555935531/
Apartamento 2/4 em Brotas;Rua Miguel Gustavo, 510;['74'];[2];[3];[1];360000;720;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-74m2-venda-RS360000-id-2538485690/
Excelente 2 quartos no cond mirante do trobogy;Rua Pataxó, 1258;[];[2];[2];[1];210000;260;https://www.vivareal.com.br//imovel/apartamento-2-quartos-trobogy-bairros-salvador-com-garagem-48m2-venda-RS210000-id-2556270515/
Apartamento para venda com 101m2, quadrados ,com 3 quartos uma suíte em Armação - Salvador - Ba;Rua João Mendes da Costa Filho, 1;['100'];[3];[3];[3];390000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-100m2-venda-RS390000-id-2551590262/
Apartamento Aquarius | 3/4 com suíte | 81m² | Insfraestrutura ótima;Rua Clara Nunes, 12;[];[3];[2];[2];570000;850;https://www.vivareal.com.br//imovel/apartamento-3-quartos-loteamento-aquarius-bairros-salvador-com-garagem-81m2-venda-RS570000-id-2553767573/
Apartamento para venda possui 69 metros quadrados com 3 quartos em Piatã - Salvador - BA;Rua da Gratidão, 178;['69'];[3];[3];[1];385000;502;https://www.vivareal.com.br//imovel/apartamento-3-quartos-piata-bairros-salvador-com-garagem-69m2-venda-RS385000-id-2557899375/
;Rua Clarival do Prado Valladares, 241;['116'];[3];[3];[2];590000;900;https://www.vivareal.com.br//imovel/apartamento-3-quartos-caminho-das-arvores-bairros-salvador-com-garagem-116m2-venda-RS590000-id-2557499376/
Vende-se Apartamento no Costa Azul;Rua Professor Cassilandro Barbuda, ;['95'];[2];[2];[1];320000;620;https://www.vivareal.com.br//imovel/apartamento-2-quartos-costa-azul-bairros-salvador-com-garagem-95m2-venda-RS320000-id-2557602672/
VENDO 2/4 TÉRREO NA PARALELA;Rua Luís Eduardo Magalhães, 192;['58'];[2];[1];[1];175000;250;https://www.vivareal.com.br//imovel/apartamento-2-quartos-itapua-bairros-salvador-com-garagem-58m2-venda-RS175000-id-2536182625/
Apartamento para venda possui 67 metros quadrados com 3 quartos em Costa Azul - Salvador - BA;Rua Professor Isaías Alves de Almeida;['67'];[3];[2];[1];249999;280;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-67m2-venda-RS249999-id-2550898973/
Apartamento para venda possui 102m2, com 3 quartos sendo uma suíte na Barra - Salvador - Bahia;Rua Belém do Pará, 12;['102'];[3];[3];[0];420000;608;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-102m2-venda-RS420000-id-2556324621/
Apartamento para venda possui 48 metros quadrados com 1 quarto em Pituba - Salvador - BA;Rua Piauí, 23;['54'];[1];[1];[1];260000;450;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-48m2-venda-RS260000-id-2544925612/
Apartamento 3 Quartos, Brotas, Suíte, Amplo;Rua Miguel Gustavo, ;['87'];[3];[1];[];370000;350;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-87m2-venda-RS370000-id-2556039035/
Apartamento para venda possui 58 e 69m2, 2 e 3 quartos com suite;Rua Professor Ildefonso de Mesquita, 0;['69'];[3];[2];[2];384691;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-parque-bela-vista-bairros-salvador-com-garagem-69m2-venda-RS384691-id-2554490494/
Apartamento para venda com 1 quarto, 57 metros quadrados, na Pituba;Avenida Professor Magalhães Neto, 1023;[];[1];[1];[1];245000;0;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-57m2-venda-RS245000-id-2556888564/
Salvador - Apartamento Padrão - Graça;-;['190'];[4];[5];[5];1830000;1350;https://www.vivareal.com.br//imovel/apartamento-4-quartos-graca-bairros-salvador-com-garagem-190m2-venda-RS1830000-id-2556029204/
Apartamento 4/4, moderno, fino acabamento, porteira fechada, à venda na Pituba!;Rua Anthenor Tupinambá, 227;['155'];[4];[5];[3];1300000;1550;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-155m2-venda-RS1300000-id-2555831835/
Apartamento 2 Quartos, Stiep, Infra. Completa, Cond. Maria Ângela Armede!;Rua Rodolpho Coelho Cavalcante, ;['70'];[2];[3];[2];430000;546;https://www.vivareal.com.br//imovel/apartamento-2-quartos-stiep-bairros-salvador-com-garagem-70m2-venda-RS430000-id-2557266254/
Apartamento para venda com 63 metros quadrados com 1 quarto em Armação - Salvador - BA;Rua Américo Vespúcio, 60;['63'];[1];[1];[1];479000;635;https://www.vivareal.com.br//imovel/apartamento-1-quartos-armacao-bairros-salvador-com-garagem-63m2-venda-RS479000-id-2549340433/
Caminho das Árvores com 3|4, 02G e 87M² no Residencial Palácio das Artes (Porteira Fechada);Rua Clarival do Prado Valladares, 71;[];[3];[2];[2];950000;598;https://www.vivareal.com.br//imovel/apartamento-3-quartos-caminho-das-arvores-bairros-salvador-com-garagem-87m2-venda-RS950000-id-2555708813/
Oportunidade - Condomínio Morada Bela, 2 Quartos - Aceita financiamento Caixa.;Avenida Aliomar Baleeiro, 52;[];[2];[1];[1];110000;150;https://www.vivareal.com.br//imovel/apartamento-2-quartos-sete-de-abril-bairros-salvador-com-garagem-54m2-venda-RS110000-id-2557158673/
Apartamento para venda tem 105 metros quadrados com 3 quartos em Costa Azul - Salvador - BA;Rua Desembargador Manoel Pereira, 146;['176'];[3];[3];[2];299900;840;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-105m2-venda-RS299900-id-2555327631/
Apartamento decorado vista pro mar.;Avenida Princesa Isabel, 653;[];[1];[2];[2];1600000;1400;https://www.vivareal.com.br//imovel/apartamento-1-quartos-barra-bairros-salvador-com-garagem-102m2-venda-RS1600000-id-2548395958/
Um quarto e sala, nascente, com 46m2 e muito bem localizado. Perto de tudo, OPORTUNIDADE;Avenida Dom João VI, 2;[];[1];[1];[];200000;420;https://www.vivareal.com.br//imovel/apartamento-1-quartos-brotas-bairros-salvador-46m2-venda-RS200000-id-2556391357/
Apartamento - 4 Suítes* - 184 m² - Pituba Ville;Rua Manoel Gomes de Mendonça, ;['184'];[4];[5];[3];1550000;1800;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-184m2-venda-RS1550000-id-2557609087/
Apartamento para venda tem 77 metros quadrados com 3 quartos em Brotas - Salvador - BA;Rua Vital Soares, 387;[];[3];[1];[0];250000;590;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-77m2-venda-RS250000-id-2553974321/
Apartamento para venda tem 152 metros quadrados com 4 quartos em Jardim Apipema - Salvador - BA;Rua Plínio Moscoso, 434;[];[4];[3];[2];980000;1650;https://www.vivareal.com.br//imovel/apartamento-4-quartos-jardim-apipema-bairros-salvador-com-garagem-152m2-venda-RS980000-id-2534533127/
Mansão Olga Pontes - Graça Apartamento 3 Quartos - Vista Mar;Avenida Princesa Leopoldina, 238;['160'];[3];[4];[3];1450000;1150;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-160m2-venda-RS1450000-id-2557593221/
2 quartos (suíte) e gabinete;Rua Santa Rita de Cássia, 205;['95'];[2];[3];[2];690000;1400;https://www.vivareal.com.br//imovel/apartamento-2-quartos-graca-bairros-salvador-com-garagem-95m2-venda-RS690000-id-2549701764/
;Rua das Patativas, ;['71'];[2];[3];[1];350000;640;https://www.vivareal.com.br//imovel/apartamento-2-quartos-imbui-bairros-salvador-com-garagem-71m2-venda-RS350000-id-2544908011/
Quarto e sala , alto padrão no Horto Florestal;Rua Waldemar Falcão, 2021;['59'];[1];[1];[1];650000;751;https://www.vivareal.com.br//imovel/apartamento-1-quartos-horto-florestal-bairros-salvador-com-garagem-59m2-venda-RS650000-id-2555441729/
Apartamento 3/4 Na Barra Prédio Pequeno Com Condomínio Barato !;Rua Pedro Milton de Brito, ;['100'];[3];[2];[1];315000;150;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-com-garagem-100m2-venda-RS315000-id-2557376949/
OPORTUNIDADE ÚNICA PARA ADQUIRIR SEU LINDO APTO PRÓXIMO DA ORLA DE ARMAÇÃO!;Rua Professor Isaías Alves de Almeida;['78'];[2];[3];[1];350000;590;https://www.vivareal.com.br//imovel/apartamento-2-quartos-costa-azul-bairros-salvador-com-garagem-78m2-venda-RS350000-id-2556607496/
Apto Andar bem alto! Vista Mar! 170 mts - 3 Suítes;Avenida Santa Luzia, 400;[];[3];[5];[4];2000000;1525;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-florestal-bairros-salvador-com-garagem-170m2-venda-RS2000000-id-2556102637/
Salvador - Apartamento Padrão - Barra;Avenida Princesa Isabel, 144;['126'];[3];[3];[2];980000;1209;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-com-garagem-126m2-venda-RS980000-id-2557926236/
Apartamento para Venda em Salvador, Canela, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas;-;['113'];[3];[3];[2];720000;970;https://www.vivareal.com.br//imovel/apartamento-3-quartos-canela-bairros-salvador-com-garagem-113m2-venda-RS720000-id-2557820340/
Platno Greenville, 3 quartos em 110m² com 2 vagas de garagem em Patamares - Autêntico;Rua Embira, 149;['110'];[3];[3];[2];759000;660;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-110m2-venda-RS759000-id-2557589497/
Apartamento de 160m², com 3 suítes revertido para 4/4, Patamares colina A;Rua do Mangalô, 303;['160'];[3];[4];[3];5500;1300;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-160m2-venda-RS1300000-id-2557893066/
Apartamento 3 Quartos, Stiep, Ed Solar da Lagoa;Travessa Arnaldo Lopes da Silva, ;['100'];[3];[3];[2];570000;970;https://www.vivareal.com.br//imovel/apartamento-3-quartos-stiep-bairros-salvador-com-garagem-100m2-venda-RS570000-id-2555025714/
2/4 Edf. Pituba Residêncie;Rua Piauí, ;['102'];[2];[2];[1];380000;661;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-102m2-venda-RS380000-id-2557235624/
Apartamento para venda tem 244 metros quadrados com 4 quartos em Candeal - Salvador - BA;Rua Guilhermino de Freitas Jatobá, 147;['244'];[3];[3];[3];1800000;2204;https://www.vivareal.com.br//imovel/cobertura-3-quartos-cidade-jardim-bairros-salvador-com-garagem-244m2-venda-RS1800000-id-2555554316/
Apartamento na Barra | Sala ampliada | 2/4 com 1 Suíte;Rua Marquês de Caravelas, 774;[];[2];[3];[1];650000;1400;https://www.vivareal.com.br//imovel/apartamento-2-quartos-barra-bairros-salvador-com-garagem-160m2-venda-RS650000-id-2551683480/
APARTAMENTO STELLA MARIS - DUPLEX CASA;Rua Capitão Melo;[];[4];[3];[2];590000;590;https://www.vivareal.com.br//imovel/apartamento-4-quartos-stella-maris-bairros-salvador-com-garagem-150m2-venda-RS590000-id-2558358437/
Apartamento com 2 dormitórios à venda, 48 m² por R$ 180.000,00 - Itapuã - Salvador/BA;Rua Vila Romana, 103;['48'];[2];[1];[0];180000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-itapua-bairros-salvador-48m2-venda-RS180000-id-2551274890/
Apartamento a venda no Cond. Fórmula Residencial Salvador Norte.;Rua Joaquim Ferreira;[];[2];[2];[1];180000;290;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-das-margaridas-bairros-salvador-com-garagem-50m2-venda-RS180000-id-2552356057/
Apartamento 3 Quartos para Venda em Salvador, Pituba, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Rubem Berta, 291;['110'];[3];[2];[1];380000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-110m2-venda-RS380000-id-2556547525/
Apartamento para Venda em Salvador, Corredor da Vitória, 1 dormitório, 1 suíte, 2 banheiros, 1 vaga;Avenida Sete de Setembro, ;['65'];[1];[2];[1];770000;1100;https://www.vivareal.com.br//imovel/apartamento-1-quartos-vitoria-bairros-salvador-com-garagem-65m2-venda-RS770000-id-2556752515/
Apartamentos 3 Quartos/Dormitórios para venda em Salvador - BA;Rua Doutor Helvécio Carneiro Ribeiro, 254;['90'];[3];[3];[];364000;550;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ondina-bairros-salvador-90m2-venda-RS364000-id-2554147405/
